objid ra dec u g r i z redshift
1237661068190549022 187.590503155301 13.7402451619521 25.25349 22.89128 21.42456 20.07725 19.49282 0.6345596
1237661068190613592 187.622802473424 13.7853498422492 20.20742 18.27831 17.09994 16.62599 16.26362 0.1572795
1237661068190613603 187.638726227624 13.7581136086673 19.68401 18.68636 18.17596 17.82539 17.70235 0.1575925
1237661068190613649 187.621045408882 13.8500960131584 22.52769 20.21492 18.59804 18.00922 17.60654 0.3002704
1237661068190613738 187.685923213249 13.7994313943497 19.23054 17.90772 17.29852 17.04731 16.86548 0.004153254
1237661068190614060 187.718766480078 13.7481356843912 22.49579 21.38596 20.40804 19.62786 19.32994 0.5068954
1237661068190679069 187.831657551404 13.8244457676666 24.4087 23.0753 20.5097 19.32626 18.82951 0.398338
1237661068190679358 187.756455070565 13.9158198938197 25.35347 21.65329 20.71622 19.4573 19.04153 0.7875574
1237661068190679651 187.904946453833 13.8123820105301 23.98235 23.28561 21.56251 20.17308 20.02045 0.5967095
1237661068190679787 187.823467479269 13.9113087092242 22.99122 22.68822 20.97961 19.99947 19.48926 0.5081936
1237661068190679939 187.902340186862 13.7600341760874 24.40816 22.34702 20.60292 19.56109 18.92156 0.620642
1237661068190744596 187.929109257556 13.746796265824 19.15666 17.13394 16.06772 15.61859 15.24859 0.1144915
1237661068190745133 187.989207722584 13.8767145283928 22.57166 21.48634 20.36104 19.60497 19.04861 0.6201451
1237661068190745148 187.993758830878 13.872147120678 24.87328 22.23814 20.65577 19.62363 19.14161 0.514835
1237661068190745347 187.926479007999 13.8198734694004 23.95873 22.2308 20.46941 19.54456 18.88495 0.4903276
1237661813886353506 187.018658185745 13.4298554041255 21.11422 18.78705 17.53618 16.99761 16.6208 0.1771192
1237661813886353615 187.072592393195 13.4495336256866 20.09403 18.72448 18.00352 17.55849 17.33207 0.1457137
1237661813886353825 187.029955805057 13.4081039833041 25.26002 22.29182 20.78912 19.8309 19.22149 0.5213429
1237661813886419019 187.245793769508 13.3796686342905 20.17397 18.53516 17.40237 16.92908 16.5883 0.1737472
1237661813886484597 187.360115325611 13.3390342478864 18.26475 17.56141 17.01085 16.62048 16.44464 0.1524691
1237661813886484702 187.383411865187 13.510421143907 20.11771 17.69906 17.13707 16.86135 16.78638 0.0003646077
1237661813886550176 187.552928417934 13.4552930407118 18.69814 16.70165 15.76322 15.32664 14.98872 0.08300965
1237661813886550195 187.573241981737 13.4931407991691 18.61521 17.32122 16.73328 16.38875 16.16817 0.0831273
1237661813886550340 187.492491959504 13.4753841712391 22.39945 21.75582 20.21471 19.26343 18.59025 0.5377796
1237661813886615569 187.641204602404 13.4491567176682 26.9279 21.1982 20.0267 18.31548 18.60087 0.5148405
1237661813886615677 187.748125092811 13.3979978550301 24.60346 21.64292 19.93398 19.02922 18.52717 0.4875519
1237661813886615862 187.633348308526 13.5115032014847 22.52469 21.38536 19.63786 18.65633 18.11243 0.4781372
1237661813886616151 187.738168410955 13.3847889884866 21.60955 21.41785 19.56661 18.94451 18.31442 0.4852296
